Subscription_ID,User_ID,Subscription_Type,Start_Date,Renewal_Status
724,2754,Basic,04/05/2024,Active
725,2540,Standard,03/01/2024,Cancelled
726,2465,Basic,23/07/2024,Expired
727,193,Standard,19/09/2024,Cancelled
728,1894,Basic,07/10/2022,Cancelled
729,2094,Standard,01/04/2023,Expired
730,1042,Premium,,Expired
731,1517,Premium,30/03/2023,Cancelled
732,1593,Basic,09/08/2024,Expired
733,1541,Premium,04/01/2023,Active
734,2551,,12/09/2023,Expired
735,358,Premium,05/09/2024,Expired
736,2942,Standard,01/10/2024,Cancelled
737,748,Standard,01/03/2022,Expired
738,347,Standard,01/09/2022,Cancelled
,950,Premium,24/09/2022,Cancelled
740,952,Standard,21/04/2024,Cancelled
741,2940,Basic,29/06/2023,Expired
742,1467,,20/10/2023,Expired
743,1961,Standard,,Expired
744,1068,Standard,24/07/2023,Expired
745,2000,Premium,30/07/2023,Active
746,2115,Basic,26/12/2022,Expired
747,291,Standard,04/09/2023,Expired
748,2192,Basic,17/09/2022,Active
749,2663,Standard,29/11/2024,Active
750,1790,Standard,18/08/2023,Expired
751,,Standard,14/04/2022,Active
752,2598,Standard,20/05/2024,Expired
753,936,Premium,10/07/2024,Cancelled
754,1279,Basic,10/06/2022,Active
755,432,Basic,03/02/2024,Cancelled
756,1663,Basic,17/04/2022,
757,2943,,04/02/2025,Active
758,273,Basic,06/07/2022,Cancelled
759,868,Premium,16/05/2024,Expired
760,1602,Standard,17/09/2023,Active
761,2831,Basic,14/01/2025,Active
,2451,Standard,20/12/2023,Expired
763,1341,Basic,24/05/2022,Expired
764,770,Basic,22/04/2023,Expired
765,1171,Basic,10/05/2024,Cancelled
766,2541,Basic,26/01/2024,Expired
767,934,Standard,19/03/2024,Expired
768,1210,Basic,04/08/2022,Active
769,2132,Premium,21/08/2022,Active
770,2236,,16/10/2022,Cancelled
771,684,Standard,11/07/2022,Cancelled
772,1522,Standard,12/02/2024,Active
,670,Basic,07/03/2022,
774,756,,21/07/2024,Active
775,1417,Basic,13/08/2023,
776,1846,Basic,10/01/2024,Cancelled
777,1028,Premium,23/02/2022,
778,1968,Basic,14/10/2024,Cancelled
779,2305,Basic,18/09/2023,Expired
780,295,Premium,14/02/2023,Cancelled
781,,Basic,,Active
782,1765,Standard,,Cancelled
783,1614,Premium,20/11/2024,Cancelled
784,698,Standard,04/06/2022,Active
785,,Premium,06/03/2022,Expired
786,1746,Basic,04/07/2022,
787,1746,Basic,15/04/2023,Expired
788,80,Standard,08/02/2025,Cancelled
789,2420,Standard,30/01/2023,Expired
790,476,Basic,13/08/2022,Active
791,2965,Premium,30/12/2023,Expired
792,1293,Premium,14/09/2023,Expired
793,2102,Premium,26/09/2024,Active
794,1021,Standard,,Expired
795,640,Standard,05/12/2022,Active
796,1199,Premium,23/06/2022,Cancelled
797,1790,Standard,17/10/2024,
798,145,Premium,04/06/2022,Active
799,1897,Standard,22/04/2023,Cancelled
800,2579,Premium,16/10/2023,Cancelled
,,Standard,21/04/2023,Active
802,1805,Premium,05/11/2024,Active
803,1683,,11/12/2024,Active
804,894,Standard,09/12/2022,Active
805,2366,Standard,22/08/2022,Expired
806,399,Basic,20/03/2022,Expired
807,1369,Basic,10/04/2022,Expired
808,1988,Premium,07/01/2023,Active
809,2294,Basic,29/03/2023,Active
810,2555,Standard,01/09/2023,Active
811,2975,Standard,,Active
812,128,Premium,26/09/2024,Cancelled
813,270,Basic,14/09/2024,Active
,1856,Basic,10/09/2022,Cancelled
815,2329,Standard,23/10/2022,Active
816,2239,Premium,03/07/2024,Cancelled
817,1556,Basic,01/10/2024,Cancelled
818,174,,11/03/2024,Expired
819,1408,Premium,09/09/2024,Active
820,2665,Standard,11/10/2022,Expired
821,2919,Standard,16/01/2024,Expired
822,1185,Premium,,Expired
823,1211,Standard,28/12/2023,Expired
824,1085,Standard,26/10/2024,Expired
825,,Premium,12/10/2024,Active
826,1663,Basic,02/01/2025,Cancelled
827,700,Premium,04/11/2024,Expired
828,2541,Basic,14/08/2022,Expired
829,1618,Standard,17/02/2024,Cancelled
830,2306,Basic,02/04/2022,Cancelled
831,,Premium,,Expired
832,1077,Basic,17/07/2024,Cancelled
833,608,Standard,06/09/2022,Active
834,2851,Basic,23/04/2024,Active
835,973,Premium,13/06/2023,Expired
836,43,Basic,14/12/2023,Cancelled
837,,Standard,09/09/2022,Expired
838,1672,Premium,12/08/2023,Expired
839,97,Basic,09/10/2022,Active
840,1590,Basic,04/08/2022,Cancelled
841,1205,Basic,27/07/2022,Cancelled
842,1941,Standard,12/09/2024,Expired
843,1604,Standard,24/07/2022,Cancelled
,1308,Premium,18/08/2024,Cancelled
,967,Premium,20/02/2025,Active
846,2340,Basic,31/05/2024,Cancelled
847,1720,Premium,,Cancelled
848,1609,Basic,13/06/2023,Expired
849,1662,Standard,04/02/2024,Cancelled
850,1685,Premium,10/01/2023,Expired
851,179,Standard,12/09/2023,Expired
852,641,Standard,25/08/2023,Cancelled
853,1074,Standard,14/12/2024,Active
854,,Standard,27/09/2023,Cancelled
855,2451,Basic,16/07/2022,Expired
856,2510,Standard,19/03/2024,Expired
857,2235,Standard,13/06/2023,Expired
858,1297,Premium,14/10/2022,Active
859,605,Premium,19/01/2024,Expired
860,1682,Basic,11/08/2023,Cancelled
861,1215,Premium,12/04/2022,Active
862,2094,Standard,24/11/2024,Expired
863,1467,Premium,21/10/2022,Expired
864,2780,Basic,10/04/2024,Active
865,,Premium,30/10/2022,Cancelled
866,538,,18/10/2023,Expired
867,1205,Premium,16/12/2024,Cancelled
868,234,Basic,15/09/2022,Expired
869,1348,Premium,13/02/2024,Active
870,557,Basic,30/09/2022,Active
871,942,Standard,26/10/2023,Cancelled
872,2429,Basic,07/11/2022,Expired
873,2382,Standard,05/05/2023,Expired
874,2602,Basic,12/04/2023,Active
875,2796,Premium,03/02/2023,Cancelled
876,1055,Basic,09/05/2022,Active
877,1795,Premium,11/11/2024,Active
878,1055,Basic,18/02/2023,Expired
879,2366,Premium,23/05/2022,Expired
880,753,Basic,08/10/2024,Active
881,1768,Basic,13/02/2023,
882,412,Basic,20/09/2024,Active
883,,Standard,12/07/2022,Expired
884,977,Premium,30/05/2022,Expired
885,414,Standard,15/05/2022,Active
886,,Standard,14/02/2024,
887,2250,Basic,04/06/2024,Expired
888,2215,Premium,16/07/2024,Expired
889,1732,Basic,05/02/2024,Active
890,1342,Premium,15/05/2023,Cancelled
891,974,Standard,03/10/2024,Cancelled
892,2345,Standard,,Cancelled
893,659,Premium,11/05/2024,Cancelled
,2991,Basic,12/07/2023,Cancelled
895,805,Standard,30/09/2024,Cancelled
896,2514,Standard,11/11/2023,Cancelled
897,2349,Standard,18/03/2022,Cancelled
898,346,Premium,06/09/2022,Active
899,462,Premium,07/01/2023,Active
900,743,Premium,05/04/2024,Expired
901,2157,Premium,28/05/2022,Cancelled
,1426,Basic,19/11/2022,Expired
903,1969,Basic,,Expired
904,1821,Premium,07/06/2022,Active
905,1921,Premium,,Expired
906,,Standard,05/02/2024,Cancelled
907,,Basic,20/04/2022,Cancelled
908,435,Basic,28/01/2024,Expired
909,506,Standard,15/04/2024,Active
910,425,Basic,19/05/2023,Active
911,867,Premium,11/03/2023,Cancelled
912,572,,14/05/2023,Expired
913,2837,Basic,09/06/2023,Active
914,531,Premium,25/12/2022,Active
915,1824,,02/03/2022,Active
916,339,Basic,30/10/2023,Active
917,2161,Standard,13/10/2023,Expired
918,1013,Standard,,Cancelled
919,1181,Basic,07/05/2022,Cancelled
920,1535,Standard,07/04/2022,Expired
921,2712,Premium,25/03/2024,Cancelled
922,1749,Basic,10/10/2023,Expired
923,2314,Basic,,Expired
924,1625,,09/02/2023,Cancelled
925,294,Premium,12/01/2023,
926,2864,Standard,11/02/2023,Expired
927,1784,Standard,28/12/2022,
928,573,Premium,04/03/2024,Expired
929,2718,Premium,02/02/2025,Active
930,698,Premium,28/04/2022,Cancelled
,1775,Premium,27/01/2023,Active
932,424,Basic,29/06/2022,Cancelled
933,115,Premium,06/07/2022,Expired
934,577,Premium,30/01/2024,Cancelled
935,517,Basic,20/12/2023,Active
936,1212,Premium,16/10/2023,Active
937,376,Basic,29/04/2024,Expired
938,2238,Standard,10/09/2024,Active
939,2175,Basic,06/02/2024,Expired
940,2883,Premium,30/06/2024,Active
941,434,Standard,08/05/2023,Cancelled
942,1079,Basic,,Cancelled
943,2904,,24/06/2022,Expired
944,1212,Standard,10/09/2023,Active
945,1181,Basic,15/02/2023,Cancelled
,831,Basic,13/12/2023,Active
947,1862,Basic,22/02/2022,Active
948,,Standard,08/10/2022,Active
949,1508,Standard,11/05/2023,Cancelled
950,1768,Standard,,Active
951,1387,Premium,08/03/2022,
952,2311,Premium,23/10/2022,Expired
953,1616,Basic,17/02/2024,Cancelled
954,1143,Basic,06/09/2024,Expired
955,1323,Standard,18/06/2022,Expired
956,1909,Premium,,Active
957,1729,Standard,04/11/2023,Cancelled
958,2039,Basic,,Active
959,738,Standard,05/05/2024,Expired
960,2815,Basic,26/06/2024,Expired
961,66,Premium,11/10/2022,Expired
962,281,,,
963,1380,Premium,23/09/2024,Cancelled
964,7,Standard,05/11/2022,Cancelled
965,2846,Basic,16/09/2022,Expired
966,2812,Premium,03/06/2022,Active
967,285,Premium,15/06/2022,Expired
968,1730,Premium,05/08/2022,Cancelled
969,2979,Basic,04/02/2024,Expired
970,2412,Premium,12/03/2023,Active
971,1610,,28/03/2024,Active
972,1035,Basic,01/03/2023,Cancelled
973,2799,Standard,10/07/2024,Cancelled
974,247,Standard,05/04/2023,Active
975,2053,Premium,10/10/2023,Cancelled
976,2687,Premium,,Expired
977,577,,19/01/2025,Cancelled
978,1283,Premium,24/07/2022,Cancelled
979,1008,Basic,08/08/2023,Cancelled
980,802,Standard,14/05/2022,Cancelled
981,2490,Standard,20/10/2023,Active
982,1123,Premium,02/08/2023,Active
983,1668,Premium,17/09/2023,Cancelled
984,2248,Basic,04/11/2023,Cancelled
985,187,Standard,11/01/2024,Expired
986,1768,Basic,31/01/2024,Cancelled
,1404,Premium,18/05/2022,Active
988,2899,Standard,17/05/2024,Active
989,2501,,06/04/2023,Cancelled
990,2952,Basic,22/11/2022,Expired
991,1731,Premium,12/06/2023,Cancelled
992,2374,Standard,13/12/2024,Expired
993,1629,Standard,27/04/2022,Cancelled
994,244,Premium,16/12/2024,Active
995,1955,Basic,25/08/2023,Expired
996,251,Standard,20/08/2022,Expired
997,1267,Basic,06/02/2025,Active
998,2098,Standard,25/04/2024,Cancelled
999,576,Premium,05/04/2023,Active
1000,2975,Premium,20/01/2024,Active
1001,1970,Basic,10/07/2023,Cancelled
1002,1339,Basic,25/11/2024,Expired
1003,2041,Premium,16/01/2024,Expired
,1602,Premium,01/12/2024,Active
1005,1652,Basic,10/08/2023,Expired
1006,1727,Premium,28/04/2023,Active
1007,1661,Standard,13/02/2024,Active
1008,2506,Basic,08/11/2023,Active
1009,1616,Basic,25/05/2024,Active
,2299,,05/08/2022,Active
1011,,Basic,15/03/2024,Expired
1012,1023,Premium,07/04/2022,Active
1013,1531,Basic,18/04/2023,Active
1014,832,Standard,19/11/2024,Expired
1015,1552,Premium,19/12/2023,Active
1016,914,Basic,18/10/2023,Expired
1017,646,,22/07/2023,Active
1018,1995,Premium,07/03/2022,
1019,2968,Standard,04/01/2025,Active
1020,2353,Standard,13/05/2022,Expired
1021,2247,Standard,13/08/2022,Expired
1022,556,Basic,03/11/2023,Expired
1023,25,Premium,06/05/2022,Cancelled
1024,1470,Standard,15/08/2024,Active
1025,1362,Premium,,Active
1026,94,Basic,02/05/2022,Active
1027,498,Premium,16/06/2024,Expired
1028,1962,Basic,14/01/2023,Active
1029,1028,Basic,06/10/2024,Active
1030,448,Basic,13/07/2022,Cancelled
1031,,Standard,14/04/2023,Cancelled
1032,1280,Basic,04/02/2025,Active
1033,1349,Premium,08/08/2023,Active
1034,200,Standard,27/04/2024,Cancelled
1035,574,,31/03/2022,Active
1036,253,Standard,09/01/2023,Cancelled
1037,2884,Premium,27/12/2024,Expired
1038,1256,Standard,10/09/2022,Cancelled
1039,9,Premium,29/06/2024,Expired
1040,2995,Basic,18/02/2024,Cancelled
1041,1901,Premium,27/09/2023,Cancelled
1042,391,Premium,19/02/2024,
1043,240,,30/07/2023,Expired
1044,2037,Standard,01/05/2022,Expired
1045,281,Standard,,Active
1046,2620,Basic,16/12/2022,Expired
1047,718,Standard,22/03/2023,Expired
1048,2026,Premium,19/04/2023,Cancelled
1049,1258,Basic,22/10/2024,Active
1050,,Premium,10/02/2025,Cancelled
1051,482,Premium,24/12/2023,Active
1052,2346,Standard,25/05/2024,Active
1053,1013,,16/06/2022,Active
1054,1379,Basic,16/10/2023,Expired
1055,2320,Basic,19/04/2022,Active
1056,1796,Standard,,
1057,,Premium,15/10/2023,Expired
1058,,Standard,22/06/2023,Active
1059,898,Basic,22/10/2024,Active
,1538,Premium,11/11/2024,Active
1061,1763,Premium,10/04/2022,Cancelled
1062,2688,Basic,,Cancelled
1063,964,Premium,02/11/2024,Cancelled
1064,144,Basic,23/12/2023,Cancelled
1065,144,Basic,04/08/2023,Expired
1066,2676,Premium,06/11/2022,Cancelled
1067,2859,Standard,10/03/2022,Active
1068,2485,Basic,02/06/2022,Cancelled
1069,2153,Basic,22/05/2022,Active
1070,2100,Premium,01/07/2023,Expired
1071,2590,Basic,23/01/2023,Cancelled
1072,2071,Standard,30/06/2023,Cancelled
1073,1877,Standard,30/06/2024,Active
1074,1600,,22/06/2022,Cancelled
1075,1566,Basic,17/04/2024,Cancelled
1076,706,Standard,05/07/2023,Active
1077,,Premium,05/09/2023,Active
1078,979,Standard,11/04/2024,Expired
1079,,Premium,14/09/2022,Active
1080,809,Standard,14/04/2024,
1081,994,Basic,09/04/2023,Expired
1082,220,Premium,,Expired
1083,313,,08/01/2023,Cancelled
1084,2708,Basic,08/10/2023,Expired
1085,1871,Standard,19/01/2024,Active
1086,221,Premium,01/01/2025,Expired
1087,2709,Basic,31/08/2022,Cancelled
1088,2293,Standard,10/06/2022,Expired
1089,555,Standard,,Cancelled
1090,2053,Standard,29/01/2023,Cancelled
1091,1971,Basic,28/10/2024,Active
1092,1564,Premium,01/07/2024,Cancelled
,933,Premium,25/08/2024,Active
1094,1671,Standard,07/05/2022,Cancelled
1095,388,Basic,18/04/2022,Expired
1096,2378,Basic,21/08/2024,Expired
1097,1626,Basic,,Expired
1098,2311,Standard,12/06/2022,
1099,1800,Premium,29/08/2024,Active
1100,1306,Basic,12/03/2024,Active
1101,2688,,13/05/2023,Expired
1102,2898,Standard,21/08/2022,Expired
1103,2666,Basic,19/04/2024,
1104,2800,Standard,18/11/2024,Cancelled
1105,1760,Premium,23/01/2025,Expired
1106,588,Premium,01/10/2024,Expired
1107,1653,Basic,26/11/2024,Expired
1108,788,Basic,11/05/2024,Cancelled
1109,2216,Standard,18/07/2022,Cancelled
1110,8,Basic,16/08/2023,Active
1111,2258,Basic,15/12/2024,Cancelled
1112,,Basic,28/05/2022,Cancelled
1113,2974,Standard,21/12/2022,Active
1114,1799,Basic,01/10/2022,Expired
1115,718,Premium,15/02/2024,Active
1116,2023,Premium,01/11/2023,Expired
1117,1135,Basic,03/02/2024,Expired
1118,1919,Basic,13/10/2022,Active
1119,922,Basic,26/04/2024,Expired
1120,825,Premium,21/03/2023,Expired
1121,256,Premium,08/06/2022,Expired
1122,676,Premium,15/09/2024,Expired
1123,,Premium,06/08/2022,Cancelled
1124,2704,Premium,07/06/2024,Active
1125,1719,Basic,14/12/2024,Cancelled
1126,1032,Basic,13/07/2022,Cancelled
1127,1899,Basic,22/10/2022,Cancelled
1128,,Premium,19/08/2022,Expired
1129,1705,Premium,10/09/2023,Cancelled
1130,1206,Standard,09/08/2023,Active
1131,1008,Premium,19/09/2023,Active
1132,2479,Basic,21/04/2023,Cancelled
1133,106,Standard,01/07/2024,Cancelled
1134,407,Premium,24/11/2022,Cancelled
1135,811,Premium,18/08/2022,Expired
1136,2148,Premium,10/05/2022,Active
1137,725,Standard,31/03/2022,Expired
1138,1808,Basic,01/03/2022,Active
1139,149,Premium,05/11/2024,Cancelled
1140,1018,Basic,27/03/2024,Active
1141,1017,Standard,17/09/2024,Active
1142,2344,Premium,28/04/2024,Cancelled
1143,1289,Premium,17/09/2022,Active
1144,192,Premium,17/11/2023,
1145,2891,Premium,22/10/2024,Expired
1146,1297,Basic,12/06/2023,Active
1147,2280,Basic,27/02/2022,Expired
1148,2605,Premium,20/11/2022,Cancelled
1149,2846,Standard,01/09/2023,Active
1150,1546,Basic,30/05/2024,Cancelled
1151,851,Basic,14/11/2023,Active
1152,2160,Basic,,Expired
1153,1671,Premium,22/03/2024,Expired
1154,1841,Basic,13/11/2022,Expired
1155,1756,Premium,07/03/2024,Active
1156,2803,Premium,26/03/2024,Expired
1157,582,Standard,12/07/2022,Cancelled
1158,1133,Basic,20/03/2022,Cancelled
1159,1659,Basic,18/01/2025,Expired
1160,197,Premium,14/07/2022,Expired
1161,860,Basic,08/04/2022,Cancelled
1162,817,Standard,10/03/2024,
1163,2076,Basic,29/08/2022,Active
1164,261,Standard,,Active
1165,1094,Basic,18/08/2023,Cancelled
1166,1841,Premium,14/06/2022,Expired
1167,2568,Basic,14/12/2023,Active
1168,,Premium,06/05/2024,Cancelled
1169,335,Premium,02/10/2024,Active
1170,2136,Premium,16/04/2023,Cancelled
1171,2337,Standard,03/07/2024,Expired
1172,2780,Standard,27/01/2023,Cancelled
,1451,Standard,,Cancelled
1174,554,Basic,28/09/2024,Expired
1175,345,Premium,22/05/2022,Expired
1176,1619,Premium,05/10/2023,Active
1177,2612,Basic,25/12/2023,Cancelled
1178,1188,Standard,01/07/2024,Active
1179,1070,Basic,13/08/2024,
1180,1151,,09/11/2024,Active
1181,472,Basic,23/04/2024,Expired
1182,1070,Basic,31/01/2024,Cancelled
1183,2821,Standard,20/08/2023,Cancelled
1184,2652,Basic,24/09/2023,Active
1185,696,Standard,01/02/2023,Active
1186,2888,Premium,23/11/2023,Cancelled
1187,1980,Basic,17/03/2024,Expired
1188,2035,Standard,05/01/2023,Active
1189,2672,,08/11/2023,Active
1190,1392,Basic,26/01/2024,Expired
,1920,Premium,03/04/2023,Active
1192,1791,Basic,13/04/2024,Cancelled
1193,1364,Premium,14/02/2024,Active
1194,1178,Premium,16/02/2023,Cancelled
1195,1045,,21/05/2024,Expired
1196,,Standard,29/09/2024,Expired
1197,1456,Premium,28/05/2023,Expired
1198,1835,Premium,25/08/2022,Cancelled
1199,1914,Premium,15/03/2022,Expired
1200,59,Basic,13/02/2025,Active
,1648,Standard,20/02/2023,Cancelled
1202,1999,Basic,25/10/2024,Expired
1203,2990,Basic,25/11/2024,Cancelled
1204,1054,Premium,08/11/2024,Expired
1205,2178,Premium,03/03/2023,Active
1206,2137,Standard,18/12/2023,Active
1207,703,Basic,15/11/2023,Expired
1208,,,07/06/2023,Active
1209,807,Standard,06/04/2024,Active
1210,270,Standard,27/04/2022,
1211,1079,Basic,19/11/2024,Expired
1212,1084,Basic,10/08/2022,Active
1213,2176,Premium,12/05/2024,Cancelled
1214,1005,Standard,05/12/2023,Cancelled
1215,1927,Basic,21/09/2024,Active
1216,692,Basic,15/04/2024,Expired
1217,691,Standard,07/04/2023,Active
1218,661,Premium,13/01/2025,Expired
1219,1298,Basic,12/09/2023,Active
1220,2837,Standard,08/02/2024,Active
1221,852,Standard,28/05/2022,Expired
1222,118,Premium,19/03/2023,Cancelled
1223,2148,Standard,18/05/2024,Expired
1224,310,Standard,17/12/2024,Cancelled
1225,2764,Basic,07/02/2024,Cancelled
1226,695,Premium,23/12/2024,Cancelled
,434,Premium,10/12/2024,Active
1228,1767,Basic,13/09/2023,Cancelled
1229,1426,Basic,,Expired
1230,2941,Standard,30/06/2023,Expired
1231,766,Standard,05/10/2023,Cancelled
1232,2079,Basic,28/03/2024,Active
1233,1100,Premium,28/10/2023,
1234,2527,Basic,28/02/2024,Expired
1235,2774,Basic,17/07/2023,Active
1236,1759,Standard,17/05/2022,Active
1237,944,Premium,29/06/2022,Expired
1238,1638,Premium,16/04/2023,Cancelled
1239,317,Basic,16/01/2023,Expired
,274,Basic,09/04/2024,Cancelled
1241,1094,Standard,29/04/2024,Cancelled
1242,1794,Basic,03/12/2024,Expired
1243,2143,Premium,17/12/2022,Expired
1244,1276,Basic,12/02/2023,Expired
1245,2144,Basic,28/06/2023,Expired
1246,421,Standard,12/03/2024,Active
1247,2248,Premium,01/09/2023,Active
1248,2605,Standard,30/11/2024,Cancelled
1249,2674,Premium,05/04/2022,Expired
,40,Basic,23/09/2022,Cancelled
1251,1799,Basic,02/05/2022,Expired
1252,2282,Standard,26/02/2023,Active
1253,2751,,21/01/2024,Expired
1254,1559,Basic,,Expired
1255,2314,Standard,09/11/2023,Expired
1256,643,,08/04/2023,Active
1257,881,Premium,26/05/2023,Expired
,,Basic,03/12/2024,Expired
1259,1504,Basic,23/06/2022,Active
1260,1137,Standard,25/10/2024,Cancelled
1261,298,Standard,30/01/2025,Cancelled
1262,2261,Standard,29/09/2023,Cancelled
1263,1773,Basic,29/03/2022,Expired
1264,993,Standard,08/11/2023,Expired
1265,2371,Premium,31/01/2025,Active
1266,849,Premium,05/07/2024,Cancelled
1267,1908,Standard,29/11/2022,Cancelled
1268,2200,Basic,01/06/2022,Active
1269,1756,Premium,07/06/2022,Expired
1270,2989,Standard,13/11/2022,Cancelled
1271,2010,Premium,08/08/2024,Cancelled
1272,1263,Standard,11/08/2023,Cancelled
1273,2866,Standard,06/02/2024,Expired
1274,967,Basic,08/06/2022,Expired
1275,104,Basic,07/10/2023,Cancelled
1276,1530,Basic,07/09/2023,Expired
,2473,Basic,05/01/2023,Active
1278,2401,Premium,25/12/2023,Active
1279,351,Basic,08/05/2024,Cancelled
1280,1891,Premium,02/04/2024,Cancelled
1281,311,Basic,26/10/2022,
1282,2751,Standard,04/03/2024,Expired
1283,2067,Premium,23/09/2024,Cancelled
1284,1589,Basic,12/07/2022,Expired
,123,Basic,18/09/2024,Active
1286,2926,Standard,23/12/2023,Expired
1287,1131,Premium,05/11/2024,Active
1288,2891,Basic,07/06/2022,Cancelled
1289,1349,Premium,21/05/2023,Active
1290,1005,Basic,27/05/2024,Active
1291,490,Premium,17/07/2023,Cancelled
1292,2180,Basic,23/01/2025,Cancelled
1293,417,Basic,15/11/2023,Expired
1294,97,,15/03/2022,Expired
1295,2232,Standard,,
1296,905,Standard,27/12/2024,Expired
1297,502,Basic,16/12/2023,Cancelled
1298,1821,Standard,20/06/2022,Expired
1299,2076,Standard,15/08/2023,Cancelled
1300,1687,Premium,23/03/2022,Cancelled
1301,1273,Premium,03/10/2022,Active
1302,950,Premium,18/07/2023,Active
1303,1896,Basic,18/12/2022,Active
1304,2921,Premium,25/09/2022,Cancelled
1305,1114,Premium,17/10/2022,Expired
1306,1651,Premium,11/06/2022,Expired
1307,,Basic,08/06/2023,Cancelled
1308,2879,Basic,13/06/2024,Cancelled
1309,124,Standard,20/07/2022,Active
1310,1349,Premium,29/12/2022,Expired
1311,1338,Premium,25/05/2023,Cancelled
1312,2136,Standard,15/08/2023,Expired
1313,1560,,06/11/2024,Active
1314,1402,Standard,,Cancelled
1315,,Premium,16/10/2023,Cancelled
1316,622,Standard,29/10/2024,Expired
1317,2472,Premium,14/01/2024,Expired
1318,1516,Basic,12/05/2023,Expired
1319,896,Standard,06/09/2022,Expired
1320,112,Standard,03/05/2024,Active
1321,1692,,08/05/2022,Active
1322,2840,Premium,13/10/2023,Cancelled
1323,1623,Standard,24/04/2022,Expired
1324,1648,Standard,09/09/2022,Active
1325,523,Basic,16/02/2023,Expired
1326,1178,Basic,16/09/2022,Cancelled
1327,1178,Standard,03/09/2023,Cancelled
1328,1539,Standard,05/10/2022,Cancelled
1329,1703,Basic,16/08/2024,Expired
1330,2297,Standard,27/09/2023,Expired
1331,88,Premium,06/05/2022,Cancelled
1332,2949,Premium,27/10/2023,Expired
1333,2010,Standard,15/09/2024,Cancelled
1334,659,Premium,09/10/2024,Expired
1335,1769,Basic,22/01/2023,Active
1336,752,Premium,27/09/2023,Active
1337,1409,Basic,20/11/2024,Active
1338,1481,Premium,18/06/2024,Active
1339,545,Premium,26/06/2023,Active
1340,421,Standard,07/05/2023,Expired
1341,573,Premium,29/10/2022,Cancelled
1342,1492,Premium,24/10/2024,Active
1343,1853,Premium,23/09/2022,
1344,2875,Basic,28/10/2023,Cancelled
1345,897,Premium,02/02/2023,Cancelled
1346,18,Standard,12/01/2024,Expired
1347,2203,Premium,24/07/2024,Cancelled
1348,411,,27/10/2024,Cancelled
1349,1888,Premium,01/12/2022,
1350,631,Premium,04/08/2023,Active
1351,1163,Premium,14/03/2024,
1352,2728,Standard,29/02/2024,Active
1353,1119,Standard,04/11/2023,Expired
1354,1957,Premium,23/01/2023,Active
1355,2476,Premium,,Expired
1356,2976,Premium,12/12/2024,Cancelled
1357,,Premium,23/07/2023,Active
1358,509,Basic,04/02/2023,Active
1359,2847,Premium,08/04/2024,
1360,,Standard,12/03/2023,Cancelled
1361,1826,Premium,20/10/2024,Active
1362,768,Basic,12/06/2023,Cancelled
,2767,Premium,17/10/2023,Active
1364,1119,Basic,01/12/2024,Active
1365,391,Standard,15/04/2022,Expired
1366,1903,Premium,27/01/2025,Expired
1367,1346,Basic,08/09/2024,Expired
1368,716,,19/08/2022,Active
,983,Basic,30/10/2023,Cancelled
1370,755,Premium,04/06/2024,Active
1371,730,Premium,12/10/2022,Active
1372,728,Basic,30/11/2023,Expired
1373,2020,Standard,30/06/2023,Expired
1374,2137,Standard,28/10/2022,Expired
1375,1868,Basic,27/04/2022,Cancelled
1376,1398,Basic,14/01/2024,Expired
1377,2073,Premium,14/11/2024,
,262,Basic,27/03/2023,Active
1379,1622,,13/11/2024,Active
1380,1795,Basic,23/09/2024,Cancelled
1381,2724,Standard,11/02/2025,Active
1382,748,Premium,27/02/2022,Cancelled
1383,1088,,21/02/2023,Active
1384,449,Premium,15/11/2024,Active
1385,272,Basic,10/07/2022,Expired
1386,1511,Standard,23/06/2022,Cancelled
,2448,Basic,05/12/2022,Cancelled
1388,2958,Standard,01/02/2025,Expired
1389,1261,Premium,20/03/2023,Cancelled
1390,2850,Premium,31/01/2025,Cancelled
1391,2549,Basic,02/01/2025,Cancelled
1392,2968,,29/07/2022,Expired
1393,,Premium,22/01/2025,Active
1394,2891,Premium,15/07/2024,Expired
1395,1003,Standard,18/01/2023,
1396,1280,Basic,08/06/2023,Active
1397,1016,Standard,18/03/2024,Active
1398,1068,Basic,24/04/2022,Cancelled
,2994,Basic,30/12/2022,Expired
1400,1925,Standard,30/01/2024,Cancelled
1401,119,Standard,,Expired
1402,2901,Basic,23/11/2024,Cancelled
1403,2780,Basic,23/09/2024,Expired
1404,2757,Standard,,Cancelled
1405,1624,Premium,19/12/2023,Cancelled
1406,,Premium,28/12/2024,Active
1407,130,Standard,10/02/2024,Expired
1408,77,Premium,09/11/2023,Expired
1409,317,Standard,23/10/2022,Active
1410,1037,Premium,08/09/2023,
1411,2188,Basic,15/08/2023,Expired
1412,2220,Basic,08/02/2025,Cancelled
1413,2922,Premium,02/12/2024,Expired
1414,329,,24/10/2023,Expired
1415,972,Standard,,Cancelled
1416,1889,Standard,23/01/2023,Expired
1417,150,Standard,24/12/2024,Active
1418,1947,Standard,08/09/2023,Active
1419,1596,Premium,20/10/2024,Cancelled
,,Standard,06/03/2022,Active
1421,,Premium,,Expired
,1107,Premium,28/10/2022,Cancelled
,1102,Standard,29/08/2023,Active
1424,2060,Standard,30/12/2023,Cancelled
1425,853,Premium,12/02/2025,Active
1426,2242,Premium,23/02/2023,Expired
1427,1415,Basic,07/06/2024,Expired
